-76.5817	0.5195	0.241063
-76.9142	0.477309	0.137976
-78.0396	0.434078	0.142815
-77.7756	0.474144	0.268043
-77.4098	0.444815	0.219543
-78.0477	0.336667	0.171007
-78.2664	0.367698	0.176507
-76.9454	0.566336	0.178152
-67.7668	0.925597	0.274091
-36.0104	0.967383	0.230854
-35.8835	0.967359	0.24323
-29.8668	0.954354	0.125586
-26.5423	0.961142	0.257847
-26.4893	0.968846	0.397571
-26.5488	0.974752	0.557166
-29.1401	0.976226	0.441
-35.0688	0.641937	0.133756
-33.7429	0.481168	0.144467
-34.055	0.628213	0.277986
-30.6244	0.931306	0.638587
-26.3783	0.974414	0.601253
-24.237	0.971092	0.712993
-22.4745	0.957587	0.688072
-21.982	0.940729	0.732778
-23.472	0.924219	0.249548
-26.877	0.930057	0.312403
-33.6124	0.976267	0.477293
-40.1868	0.985927	0.423255
-53.9876	0.987288	0.424546
-65.5152	0.304882	0.11731
-41.365	0.56026	0.168207
-35.026	0.470827	0.151955
-33.2852	0.474264	0.186075
-34.3044	0.521725	0.18279
-36.8106	0.549706	0.191974
-38.9779	0.647443	0.202886
-37.0705	0.870448	0.484134
-34.0531	0.964924	0.657129
-31.6579	0.977767	0.723632
-29.2885	0.972106	0.624129
-25.2142	0.978646	0.632275
-23.6689	0.980242	0.704784
-24.507	0.975708	0.636453
-25.4814	0.97038	0.657869
-26.278	0.971504	0.653344
-28.9555	0.970613	0.582588
-35.8596	0.970502	0.217875
-46.878	0.957691	0.367132
-51.4528	0.681944	0.223659
-46.0016	-0.144607	0.127295
-43.4675	-0.242948	0.183426
-39.7621	0.645308	0.24917
-30.5072	0.924399	0.519158
-27.3653	0.928596	0.656581
-28.6207	0.937157	0.62531
-33.563	0.868481	0.302392
-33.6518	0.243752	0.251881
-31.0881	0.14914	0.299932
-30.3209	0.146128	0.286582
-30.0931	0.165042	0.139432
-29.8838	0.224057	0.244298
-31.6477	0.311817	0.302071
-36.4292	0.631128	0.180721
-32.6185	0.954994	0.428134
-30.8623	0.968078	0.585489
-33.2991	0.972966	0.581269
-36.5716	0.992751	0.664731
-36.2419	0.994022	0.67938
-34.323	0.983671	0.672498
-31.9406	0.956891	0.677094
-29.8812	0.937196	0.633057
-28.9005	0.947289	0.618343
-27.9454	0.950261	0.628708
-27.4113	0.962994	0.734488
-28.8629	0.973406	0.709648
-32.8011	0.977001	0.590394
-37.5953	0.795761	0.334367
-33.8038	0.335621	0.227447
-29.8632	0.250168	0.164995
-28.3722	0.228955	0.205572
-27.3488	0.222277	0.216469
-25.6533	0.227906	0.334218
-25.9827	0.222965	0.315181
-27.9912	0.209846	0.193015
-30.2757	0.239513	0.300055
-35.5878	0.307207	0.211567
-29.2638	0.955735	0.362029
-24.2146	0.971418	0.528031
-22.4052	0.965224	0.610687
-22.728	0.966206	0.61588
-23.5081	0.965217	0.501923
-23.9953	0.969108	0.480844
-25.7853	0.965251	0.546252
-27.4194	0.969999	0.534814
-29.044	0.975266	0.589951
-32.5901	0.970246	0.563118
-35.3337	0.968175	0.512447
-41.3264	0.912206	0.289238
-42.8544	0.788622	0.304884
-42.8796	0.680768	0.226203
-43.5033	0.633912	0.139254
-44.915	0.658006	0.151693
-46.4475	0.645772	0.176868
-48.1487	0.614084	0.140864
-49.3841	0.516135	0.149432
-49.8756	0.473201	0.164236
-49.582	0.474423	0.15139
-49.092	0.518309	0.148764
-48.2459	0.650988	0.228136
-48.6209	0.675689	0.192512
-51.1541	0.598414	0.130984
-52.2016	0.633298	0.122883
-53.7272	0.700009	0.136747
-55.5451	0.838628	0.191899
-58.1808	0.930013	0.294481
-63.3925	0.934024	0.195428
-64.8155	0.938928	0.220324
-66.0387	0.940072	0.366583
-67.8942	0.929501	0.245161
-60.023	-0.116192	0.0619735
-60.0997	-0.175547	0.0388059
-70.0489	0.499176	0.236614
-74.2495	0.704452	0.294929
-76.0499	0.557195	0.127703
-76.0263	0.563631	0.239291
-76.9839	0.467912	0.167648
-77.8231	0.406206	0.22426
-77.6585	0.420695	0.109723
-76.8263	0.469542	0.14463
-76.5362	0.4713	0.252744
-75.051	0.61783	0.402036
-75.4893	0.655697	0.340127
